p,	n,	poly
967,	20,	x^20 + x^19 + 7
967,	21,	x^21 + x^20 + 223
967,	22,	x^22 + x^21 + 56
967,	23,	x^23 + x^22 + 49
971,	2,	x^2 + x + 6
971,	3,	x^3 + x^2 + 5
971,	4,	x^4 + x^3 + 34
971,	5,	x^5 + x^4 + 5
971,	6,	x^6 + x^5 + 42
971,	7,	x^7 + x^6 + 39
971,	8,	x^8 + x^7 + 31
971,	9,	x^9 + x^8 + 36
971,	10,	x^10 + x^9 + 29
971,	11,	x^11 + x^10 + 17
971,	12,	x^12 + x^11 + 18
971,	13,	x^13 + x^12 + 20
971,	14,	x^14 + x^13 + 11
971,	15,	x^15 + x^14 + 15
971,	16,	x^16 + x^15 + 34
971,	17,	x^17 + x^16 + 17
971,	18,	x^18 + x^17 + 253
971,	19,	x^19 + x^18 + 17
971,	20,	x^20 + x^19 + 176
971,	21,	x^21 + x^20 + 103
971,	22,	x^22 + x^21 + 288
971,	23,	x^23 + x^22 + 5
977,	2,	x^2 + x + 6
977,	3,	x^3 + x^2 + 12
977,	4,	x^4 + x^3 + 3
977,	5,	x^5 + x^4 + 24
977,	6,	x^6 + x^5 + 40
977,	7,	x^7 + x^6 + 13
977,	8,	x^8 + x^7 + 3
977,	9,	x^9 + x^8 + 40
977,	10,	x^10 + x^9 + 21
977,	11,	x^11 + x^10 + 13
977,	12,	x^12 + x^11 + 13
977,	13,	x^13 + x^12 + 10
977,	14,	x^14 + x^13 + 234
977,	15,	x^15 + x^14 + 24
977,	16,	x^16 + x^15 + 5
977,	17,	x^17 + x^16 + 26
977,	18,	x^18 + x^17 + 117
977,	19,	x^19 + x^18 + 42
977,	20,	x^20 + x^19 + 35
977,	21,	x^21 + x^20 + 118
977,	22,	x^22 + x^21 + 42
977,	23,	x^23 + x^22 + 19
983,	2,	x^2 + x + 11
983,	3,	x^3 + x^2 + 2
983,	4,	x^4 + x^3 + 26
983,	5,	x^5 + x^4 + 2
983,	6,	x^6 + x^5 + 10
983,	7,	x^7 + x^6 + 2
983,	8,	x^8 + x^7 + 45
983,	9,	x^9 + x^8 + 4
983,	10,	x^10 + x^9 + 5
983,	11,	x^11 + x^10 + 8
983,	12,	x^12 + x^11 + 61
983,	13,	x^13 + x^12 + 150
983,	14,	x^14 + x^13 + 29
983,	15,	x^15 + x^14 + 23
983,	16,	x^16 + x^15 + 70
983,	17,	x^17 + x^16 + 57
983,	18,	x^18 + x^17 + 78
983,	19,	x^19 + x^18 + 24
983,	20,	x^20 + x^19 + 45
983,	21,	x^21 + x^20 + 25
983,	22,	x^22 + x^21 + 40
983,	23,	x^23 + x^22 + 50
991,	2,	x^2 + x + 11
991,	3,	x^3 + x^2 + 16
991,	4,	x^4 + x^3 + 34
991,	5,	x^5 + x^4 + 10
991,	6,	x^6 + x^5 + 6
991,	7,	x^7 + x^6 + 19
991,	8,	x^8 + x^7 + 57
991,	9,	x^9 + x^8 + 121
991,	10,	x^10 + x^9 + 7
991,	11,	x^11 + x^10 + 226
991,	12,	x^12 + x^11 + 12
991,	13,	x^13 + x^12 + 4
991,	14,	x^14 + x^13 + 22
991,	15,	x^15 + x^14 + 16
991,	16,	x^16 + x^15 + 63
991,	17,	x^17 + x^16 + 19
991,	18,	x^18 + x^17 + 7
991,	19,	x^19 + x^18 + 10
991,	20,	x^20 + x^19 + 23
991,	21,	x^21 + x^20 + 4
991,	22,	x^22 + x^21 + 23
991,	23,	x^23 + x^22 + 10
997,	2,	x^2 + x + 11
997,	3,	x^3 + x^2 + 17
997,	4,	x^4 + x^3 + 11
997,	5,	x^5 + x^4 + 17
997,	6,	x^6 + x^5 + 43
997,	7,	x^7 + x^6 + 11
997,	8,	x^8 + x^7 + 38
997,	9,	x^9 + x^8 + 29
997,	10,	x^10 + x^9 + 43
997,	11,	x^11 + x^10 + 33
997,	12,	x^12 + x^11 + 47
997,	13,	x^13 + x^12 + 103
997,	14,	x^14 + x^13 + 44
997,	15,	x^15 + x^14 + 7
997,	16,	x^16 + x^15 + 132
997,	17,	x^17 + x^16 + 78
997,	18,	x^18 + x^17 + 178
997,	19,	x^19 + x^18 + 47
997,	20,	x^20 + x^19 + 68
997,	21,	x^21 + x^20 + 43
997,	22,	x^22 + x^21 + 123
997,	23,	x^23 + x^22 + 29
